txn_id,signal_id,txn_time,amount,direction,txn_type,country,currency
TXN-00003593,SIG-00400,2024-01-27 21:03:11.793586,1482.8,out,transfer,US,USD
TXN-00004696,SIG-00522,2024-12-05 13:09:27.165485,21168.1,out,withdrawal,US,USD
TXN-00000101,SIG-00010,2024-07-23 21:33:09.436298,4532.81,in,withdrawal,US,USD
TXN-00001444,SIG-00157,2024-03-10 22:02:59.207462,579.7,in,payment,CN,CHF
TXN-00010456,SIG-01155,2024-09-13 07:26:49.611997,465.63,in,withdrawal,US,USD
TXN-00004133,SIG-00459,2024-03-24 04:23:23.547422,9163.96,in,bill_pay,US,USD
TXN-00000215,SIG-00020,2024-11-19 16:41:15.227778,2319.99,in,transfer,US,USD
TXN-00003353,SIG-00372,2024-03-15 01:50:14.551490,1048.21,out,transfer,US,USD
TXN-00006952,SIG-00776,2024-03-10 06:16:03.916727,1731.87,in,withdrawal,US,USD
TXN-00000848,SIG-00088,2024-03-17 22:09:13.227351,413.67,in,wire,US,USD
TXN-00005059,SIG-00564,2024-08-27 07:39:12.431656,523.87,in,bill_pay,US,USD
TXN-00002911,SIG-00322,2024-01-22 06:06:47.902297,3540.36,out,card_purchase,US,USD
TXN-00007253,SIG-00812,2024-03-17 11:36:22.434937,5327.34,out,payment,US,USD
TXN-00008981,SIG-00995,2024-02-03 15:44:41.228968,2037.06,out,card_purchase,US,USD
TXN-00001420,SIG-00153,2024-04-13 11:12:33.920974,1936.38,in,payment,US,USD
TXN-00002570,SIG-00282,2024-04-08 09:23:30.461546,565.64,in,deposit,UA,GBP
TXN-00009239,SIG-01023,2024-11-08 18:23:36.149957,285.08,in,deposit,US,USD
TXN-00000182,SIG-00018,2024-04-29 05:09:29.415721,5443.2,out,withdrawal,US,USD
TXN-00003667,SIG-00407,2024-01-22 15:18:57.420768,253.9,in,refund,US,USD
TXN-00004792,SIG-00536,2024-11-26 09:46:36.709134,2212.66,in,deposit,NG,USD
TXN-00010608,SIG-01171,2024-08-31 13:06:41.835911,62.73,out,payment,US,USD
TXN-00002447,SIG-00269,2024-01-10 06:06:14.133371,12358.68,out,card_purchase,US,USD
TXN-00006392,SIG-00717,2024-02-06 08:25:03.825196,317.23,in,payment,US,USD
TXN-00004123,SIG-00458,2024-03-27 00:33:25.538076,1369.05,out,transfer,US,USD
TXN-00006818,SIG-00762,2024-04-14 19:10:29.247245,435.85,in,card_purchase,US,USD
TXN-00004562,SIG-00508,2024-03-13 12:11:09.886739,1518.26,in,card_purchase,US,USD
TXN-00008714,SIG-00965,2024-08-23 20:06:20.128593,1038.2,out,wire,US,USD
TXN-00008794,SIG-00973,2024-08-15 18:10:32.611935,12184.79,out,wire,RU,GBP
TXN-00008819,SIG-00976,2024-11-07 07:31:07.625631,1793.61,out,withdrawal,US,USD
TXN-00003173,SIG-00353,2024-06-17 16:00:29.786053,1347.83,in,withdrawal,US,USD
TXN-00001224,SIG-00130,2024-06-02 08:15:25.844497,1705.71,out,payment,US,USD
TXN-00005866,SIG-00656,2024-03-17 13:26:36.555482,647.52,out,payment,US,USD
TXN-00004598,SIG-00510,2024-09-05 12:12:43.753623,1573.72,out,wire,US,USD
TXN-00000071,SIG-00008,2024-05-10 04:14:17.579288,585.17,out,card_purchase,US,USD
TXN-00000545,SIG-00055,2024-10-02 23:15:44.401513,517.04,in,payment,US,USD
TXN-00001205,SIG-00127,2024-06-04 16:47:16.934271,89.69,in,payment,US,USD
TXN-00004377,SIG-00484,2024-10-07 02:28:45.565927,368.0,out,withdrawal,AE,CHF
TXN-00005033,SIG-00562,2024-06-09 22:47:03.540244,1469.97,out,wire,KY,JPY
TXN-00009930,SIG-01098,2024-10-21 14:15:40.536307,2168.95,out,deposit,US,USD
TXN-00003147,SIG-00352,2024-11-02 02:56:42.566774,389.47,out,card_purchase,US,USD
TXN-00002638,SIG-00290,2024-01-06 17:23:50.445229,1600.43,out,transfer,US,USD
TXN-00010551,SIG-01165,2024-04-24 16:59:52.050994,1263.72,in,wire,US,USD
TXN-00004375,SIG-00484,2024-10-15 10:17:23.164277,387.84,out,payment,US,USD
TXN-00009084,SIG-01009,2024-09-03 00:36:23.863222,865.91,in,fx_exchange,UA,USD
TXN-00009925,SIG-01097,2024-12-18 07:49:17.197314,2710.55,in,deposit,US,USD
TXN-00010739,SIG-01186,2023-12-10 12:22:48.541828,565.34,in,payment,KY,USD
TXN-00009938,SIG-01098,2024-11-02 15:35:19.563874,153.13,out,wire,US,USD
TXN-00003298,SIG-00366,2024-01-15 09:11:11.852040,162.56,in,atm_withdrawal,US,USD
TXN-00000878,SIG-00091,2024-08-13 05:36:34.166577,619.52,in,transfer,US,USD
TXN-00010164,SIG-01122,2024-11-02 21:54:29.302261,1180.98,out,atm_withdrawal,US,USD
TXN-00000197,SIG-00019,2024-08-03 13:24:07.789729,3787.63,out,wire,US,USD
TXN-00010619,SIG-01172,2024-04-13 21:16:44.828657,737.98,in,fx_exchange,US,USD
TXN-00003384,SIG-00375,2024-03-01 04:27:58.235557,644.02,out,deposit,TR,EUR
TXN-00009233,SIG-01023,2024-11-19 00:15:32.013076,777.7,in,card_purchase,US,USD
TXN-00006949,SIG-00776,2024-03-13 06:18:54.902824,760.24,out,transfer,US,USD
TXN-00010845,SIG-01196,2024-02-16 23:01:48.075114,4983.08,in,deposit,US,USD
TXN-00002998,SIG-00333,2024-07-09 21:19:59.877861,1343.35,in,fx_exchange,RU,USD
TXN-00006009,SIG-00672,2024-05-18 13:54:49.131928,1909.33,out,atm_withdrawal,US,USD
TXN-00002572,SIG-00282,2024-03-20 00:51:24.648069,10061.17,in,card_purchase,US,USD
TXN-00005494,SIG-00613,2024-10-07 21:09:15.758189,210.62,in,atm_withdrawal,US,USD
TXN-00009414,SIG-01039,2024-06-27 02:15:23.117727,3028.6,out,withdrawal,US,USD
TXN-00010215,SIG-01126,2024-04-05 01:32:13.793724,759.33,in,payment,US,USD
TXN-00005712,SIG-00638,2024-11-29 08:44:24.484655,8900.96,out,card_purchase,US,USD
TXN-00009053,SIG-01004,2024-07-28 11:08:10.903911,2015.92,out,withdrawal,CN,CHF
TXN-00002683,SIG-00295,2024-03-04 01:01:14.718928,366.82,out,atm_withdrawal,US,USD
TXN-00002509,SIG-00274,2024-09-05 21:14:06.366311,907.75,in,fx_exchange,KY,GBP
TXN-00007924,SIG-00878,2024-01-18 00:06:29.763128,9690.6,out,transfer,US,USD
TXN-00008388,SIG-00926,2024-07-08 09:29:51.394429,329.62,out,refund,US,USD
TXN-00009910,SIG-01096,2024-04-08 12:38:32.403713,626.03,out,payment,US,USD
TXN-00001245,SIG-00132,2024-09-22 13:40:11.884953,240.88,in,refund,US,USD
TXN-00010752,SIG-01187,2024-11-17 11:44:35.028256,1950.69,out,payment,US,USD
TXN-00009617,SIG-01063,2024-09-01 03:08:31.293576,2608.38,out,payment,US,USD
TXN-00007691,SIG-00856,2024-10-08 21:30:50.390158,8940.06,in,transfer,US,USD
TXN-00004619,SIG-00513,2024-10-19 17:24:26.538004,1128.07,in,wire,US,USD
TXN-00005406,SIG-00603,2024-02-08 01:32:05.099166,337.81,in,fx_exchange,US,USD
TXN-00010052,SIG-01108,2023-12-08 06:20:18.916934,3013.06,out,transfer,US,USD
TXN-00000255,SIG-00025,2024-01-21 01:37:14.850438,1764.39,in,card_purchase,US,USD
TXN-00004336,SIG-00479,2024-02-15 00:52:03.210102,3560.69,out,card_purchase,US,USD
TXN-00007525,SIG-00840,2024-04-08 20:01:46.850371,1488.82,in,deposit,US,USD
TXN-00010307,SIG-01138,2024-08-27 14:14:31.064560,1877.06,in,payment,US,USD
TXN-00000760,SIG-00079,2024-04-29 17:20:20.052859,435.87,in,deposit,US,USD
TXN-00000655,SIG-00067,2024-12-27 10:59:58.140857,1289.21,in,wire,US,USD
TXN-00006642,SIG-00742,2024-12-19 12:52:44.622955,626.72,out,fx_exchange,US,USD
TXN-00003402,SIG-00378,2024-01-30 04:22:04.514807,19511.94,in,refund,US,USD
TXN-00001421,SIG-00153,2024-04-16 21:32:30.612796,714.37,in,payment,US,USD
TXN-00003045,SIG-00338,2024-03-06 02:21:18.129746,1488.17,in,deposit,CN,USD
TXN-00002831,SIG-00313,2024-03-09 06:44:54.532343,1088.66,out,payment,US,USD
TXN-00010090,SIG-01112,2024-07-10 16:56:45.306863,2609.65,out,card_purchase,US,USD
TXN-00000329,SIG-00036,2024-07-27 00:50:37.048030,2912.58,out,fx_exchange,NG,GBP
TXN-00007594,SIG-00848,2024-10-18 23:32:31.341862,1987.9,out,fx_exchange,BR,CHF
TXN-00004843,SIG-00541,2024-06-22 14:22:10.951978,5885.37,in,transfer,US,USD
TXN-00003020,SIG-00336,2024-10-24 04:56:52.425271,519.16,in,refund,CN,JPY
TXN-00003030,SIG-00337,2024-10-03 14:07:41.974788,4605.43,in,transfer,US,USD
TXN-00002637,SIG-00290,2024-01-06 01:29:07.667633,1193.84,out,payment,US,USD
TXN-00005373,SIG-00599,2024-02-02 08:57:17.974721,6495.63,in,atm_withdrawal,US,USD
TXN-00003019,SIG-00336,2024-10-24 14:14:22.218636,2856.98,out,card_purchase,US,USD
TXN-00002946,SIG-00327,2024-01-23 19:55:52.399503,4464.84,out,wire,US,USD
TXN-00003660,SIG-00406,2024-07-14 06:23:23.415525,4148.59,in,deposit,US,USD
TXN-00009037,SIG-01002,2024-11-22 02:41:45.361499,268.99,out,withdrawal,KY,USD
TXN-00005837,SIG-00654,2024-09-19 03:25:46.504750,404.7,in,payment,NG,USD
TXN-00009044,SIG-01002,2024-11-20 05:58:40.805624,2005.75,out,deposit,US,USD
TXN-00002664,SIG-00292,2024-07-10 21:04:29.862446,1888.67,out,transfer,US,USD
TXN-00007650,SIG-00853,2024-08-31 01:17:20.345223,3914.56,in,withdrawal,US,USD
TXN-00001363,SIG-00144,2024-04-26 11:29:34.136327,546.24,out,deposit,US,USD
TXN-00008469,SIG-00938,2024-10-26 14:43:27.669779,249.63,in,withdrawal,US,USD
TXN-00003482,SIG-00388,2024-09-23 21:15:53.576293,770.0,out,card_purchase,US,USD
TXN-00010497,SIG-01158,2024-02-10 16:03:14.188202,7312.41,out,atm_withdrawal,PA,JPY
TXN-00009242,SIG-01023,2024-11-15 05:43:58.373487,12053.35,out,fx_exchange,US,USD
TXN-00004246,SIG-00471,2024-01-13 17:50:05.400685,1335.34,in,card_purchase,US,USD
TXN-00010654,SIG-01176,2024-05-31 21:49:28.693614,97.96,out,card_purchase,US,USD
TXN-00002881,SIG-00319,2024-11-17 17:06:04.476488,358.83,out,fx_exchange,US,USD
TXN-00003382,SIG-00375,2024-02-20 19:34:19.784667,5838.95,out,card_purchase,US,USD
TXN-00001303,SIG-00137,2024-02-11 20:32:28.208910,1872.37,out,withdrawal,US,USD
TXN-00005008,SIG-00560,2024-08-15 09:26:02.428755,6156.27,in,withdrawal,AE,CHF
TXN-00006452,SIG-00724,2024-03-24 22:58:32.113135,2396.01,out,card_purchase,BR,USD
TXN-00006012,SIG-00672,2024-05-19 03:11:16.103554,413.33,in,card_purchase,US,USD
TXN-00009993,SIG-01104,2024-02-02 07:36:56.012793,13238.54,in,refund,US,USD
TXN-00007883,SIG-00875,2024-04-02 21:23:47.033996,1593.0,in,wire,UA,EUR
TXN-00003236,SIG-00359,2024-08-03 21:49:26.119920,844.43,in,transfer,US,USD
TXN-00003258,SIG-00362,2024-07-08 06:32:29.377657,1084.66,in,atm_withdrawal,NG,EUR
TXN-00007507,SIG-00839,2024-11-30 05:54:50.998324,990.11,out,bill_pay,TR,GBP
TXN-00008001,SIG-00885,2024-05-27 00:52:36.608374,1179.42,in,payment,TR,GBP
TXN-00000177,SIG-00018,2024-04-28 02:53:27.795070,141.43,in,payment,KY,CHF
TXN-00000436,SIG-00043,2024-03-01 01:40:55.737644,4306.37,out,wire,US,USD
TXN-00004177,SIG-00464,2024-01-16 21:04:22.597931,1360.03,in,wire,US,USD
TXN-00000309,SIG-00033,2024-01-18 05:58:11.391390,772.05,in,bill_pay,US,USD
TXN-00001566,SIG-00169,2024-01-20 00:17:55.539597,3007.71,in,deposit,US,USD
TXN-00003965,SIG-00441,2024-08-04 02:30:09.560875,3188.55,out,atm_withdrawal,US,USD
TXN-00006721,SIG-00751,2024-11-15 06:25:28.066575,849.46,in,refund,US,USD
TXN-00009448,SIG-01042,2024-01-14 08:06:38.410883,374.81,in,card_purchase,US,USD
TXN-00008944,SIG-00990,2024-01-24 19:35:19.633336,4250.05,in,fx_exchange,US,USD
TXN-00000596,SIG-00060,2024-11-21 19:25:14.369085,722.98,out,transfer,US,USD
TXN-00004383,SIG-00485,2024-08-13 05:45:39.909683,812.56,out,deposit,AE,CHF
TXN-00009399,SIG-01037,2024-04-10 19:33:06.975014,1772.91,in,transfer,US,USD
TXN-00002624,SIG-00288,2024-10-17 18:53:04.209689,8264.58,in,transfer,US,USD
TXN-00008295,SIG-00916,2024-02-09 00:43:05.040150,11966.77,out,deposit,US,USD
TXN-00009980,SIG-01103,2024-03-28 17:25:57.145243,1473.39,out,fx_exchange,US,USD
TXN-00000232,SIG-00021,2024-10-16 03:39:53.563128,1002.91,in,atm_withdrawal,NG,CHF
TXN-00000180,SIG-00018,2024-04-29 20:42:25.726651,1986.38,in,refund,IN,GBP
TXN-00000738,SIG-00078,2024-08-09 11:17:52.079437,2424.6,in,withdrawal,NG,USD
TXN-00007218,SIG-00809,2024-10-23 10:50:42.515780,461.21,in,transfer,US,USD
TXN-00007842,SIG-00872,2024-08-19 05:27:47.276602,16.49,out,withdrawal,US,USD
TXN-00006126,SIG-00687,2024-11-30 06:30:25.816002,808.7,in,wire,BR,CHF
TXN-00007625,SIG-00850,2024-06-15 09:35:06.607813,1276.43,in,payment,US,USD
TXN-00006139,SIG-00688,2024-01-17 01:33:00.574290,717.04,in,payment,US,USD
TXN-00008257,SIG-00912,2024-06-22 17:42:46.234643,5543.44,out,fx_exchange,US,USD
TXN-00001322,SIG-00139,2024-04-08 19:36:11.932146,9462.62,out,transfer,US,USD
TXN-00001996,SIG-00214,2024-07-08 11:13:25.164611,242.93,out,withdrawal,US,USD
TXN-00005091,SIG-00568,2024-05-23 11:52:57.117817,8653.25,in,fx_exchange,US,USD
TXN-00004930,SIG-00550,2024-11-04 16:36:35.521528,882.6,out,card_purchase,US,USD
TXN-00000801,SIG-00084,2024-10-05 12:35:57.049840,5907.33,out,bill_pay,US,USD
TXN-00008281,SIG-00915,2024-12-04 14:53:16.270279,672.32,in,atm_withdrawal,UA,JPY
TXN-00006811,SIG-00761,2024-12-15 21:55:25.705010,2176.78,in,transfer,UA,GBP
TXN-00005910,SIG-00660,2024-09-17 16:42:06.366183,1399.61,out,transfer,US,USD
TXN-00000070,SIG-00007,2024-05-06 16:50:36.969380,604.71,in,payment,US,USD
TXN-00008261,SIG-00912,2024-06-18 21:29:14.559911,306.39,in,bill_pay,US,USD
TXN-00008960,SIG-00992,2024-02-29 06:29:39.288827,5672.41,in,withdrawal,US,USD
TXN-00001681,SIG-00183,2024-09-28 10:26:55.821436,129.37,out,payment,US,USD
TXN-00000378,SIG-00038,2024-08-24 14:28:15.919988,555.32,in,bill_pay,US,USD
TXN-00001470,SIG-00159,2024-04-12 22:35:29.141700,2116.53,in,deposit,IN,GBP
TXN-00002604,SIG-00286,2024-10-24 23:03:30.371489,590.78,in,card_purchase,US,USD
TXN-00004182,SIG-00464,2024-02-01 23:53:42.138376,1072.98,out,card_purchase,US,USD
TXN-00005051,SIG-00563,2024-06-06 23:56:57.179282,138.07,out,card_purchase,US,USD
TXN-00003092,SIG-00345,2024-02-23 05:17:41.232160,893.76,out,payment,US,USD
TXN-00002727,SIG-00299,2024-04-08 03:08:17.020258,1981.16,out,fx_exchange,NG,CHF
TXN-00000478,SIG-00049,2024-05-13 06:36:49.725119,1118.74,in,transfer,US,USD
TXN-00001330,SIG-00140,2024-09-08 21:29:04.101177,106994.32,out,wire,US,USD
TXN-00002284,SIG-00249,2024-11-15 02:29:27.306061,4751.19,in,transfer,KY,JPY
TXN-00007954,SIG-00882,2024-06-09 13:14:55.011264,1717.14,in,card_purchase,IN,EUR
TXN-00010512,SIG-01160,2024-03-11 09:33:40.258062,2210.13,in,card_purchase,KY,CHF
TXN-00000752,SIG-00078,2024-08-14 01:45:36.426958,219.34,in,deposit,US,USD
TXN-00004881,SIG-00544,2024-02-16 21:48:35.771215,941.26,out,withdrawal,US,USD
TXN-00007217,SIG-00809,2024-10-14 01:35:18.349026,913.78,out,withdrawal,US,USD
TXN-00009064,SIG-01006,2024-12-09 19:04:51.619126,1006.02,in,deposit,US,USD
TXN-00006181,SIG-00694,2024-08-02 13:01:18.411101,134.47,in,withdrawal,KY,GBP
TXN-00001546,SIG-00167,2024-06-03 20:22:20.687012,2111.71,in,deposit,US,USD
TXN-00007795,SIG-00866,2024-08-16 15:42:11.552189,869.08,out,deposit,US,USD
TXN-00009341,SIG-01032,2024-07-15 12:38:08.206677,1369.18,out,deposit,TR,USD
TXN-00002684,SIG-00295,2024-03-10 23:23:00.876242,405.92,in,withdrawal,US,USD
TXN-00008389,SIG-00926,2024-07-21 16:41:32.302087,6026.98,out,wire,IN,USD
TXN-00010695,SIG-01181,2024-02-24 13:45:56.803482,507.97,in,wire,US,USD
TXN-00006445,SIG-00723,2024-02-23 00:47:37.286697,147.48,out,card_purchase,US,USD
TXN-00003519,SIG-00392,2024-02-03 01:43:22.858208,888.24,in,refund,US,USD
TXN-00004257,SIG-00472,2024-09-08 23:42:11.326823,137.28,in,card_purchase,US,USD
TXN-00002355,SIG-00257,2024-02-04 09:18:59.558916,962.57,out,wire,UA,USD
TXN-00000774,SIG-00081,2024-10-23 03:32:05.321862,2328.82,in,payment,KY,EUR
TXN-00005859,SIG-00656,2024-03-18 14:57:25.919069,159.86,in,transfer,US,USD
TXN-00009615,SIG-01063,2024-08-12 00:44:28.155320,278.13,out,transfer,US,USD
TXN-00008650,SIG-00958,2024-01-30 02:17:24.268709,1251.64,in,atm_withdrawal,US,USD
TXN-00000642,SIG-00065,2024-12-10 09:00:19.573195,871.28,out,deposit,US,USD
TXN-00005290,SIG-00591,2024-09-04 10:38:44.817495,10941.89,in,fx_exchange,UA,GBP
TXN-00010678,SIG-01179,2024-09-22 20:52:42.847122,940.92,out,payment,AE,JPY
TXN-00004914,SIG-00548,2024-10-08 11:14:19.225265,2613.65,out,withdrawal,US,USD
TXN-00006042,SIG-00678,2024-01-26 15:08:59.240326,1493.83,out,transfer,US,USD
TXN-00000866,SIG-00090,2024-03-31 19:52:01.139596,7328.29,out,payment,UA,CHF
TXN-00005995,SIG-00670,2024-03-17 16:55:28.905753,516.84,out,withdrawal,US,USD
TXN-00005886,SIG-00657,2024-11-09 18:48:01.425649,2416.51,in,fx_exchange,US,USD
TXN-00010771,SIG-01190,2024-04-21 19:31:43.213072,444.76,out,payment,KY,JPY
TXN-00010364,SIG-01145,2024-07-24 19:14:33.003257,387.89,in,payment,US,USD
TXN-00005732,SIG-00642,2024-08-28 21:27:04.244969,233.26,in,payment,US,USD
TXN-00007445,SIG-00830,2024-04-03 05:56:53.730806,161.7,in,payment,BR,GBP
TXN-00000963,SIG-00100,2024-07-27 21:41:37.406163,548.97,out,deposit,US,USD
TXN-00008032,SIG-00889,2024-07-31 06:04:42.030470,331.96,in,card_purchase,US,USD
TXN-00007140,SIG-00798,2024-04-05 12:32:45.510408,883.64,out,transfer,US,USD
TXN-00005307,SIG-00593,2024-09-01 05:05:41.278916,2420.53,in,payment,US,USD
TXN-00003310,SIG-00367,2024-10-31 02:55:44.776543,364.72,out,bill_pay,US,USD
TXN-00002167,SIG-00238,2024-08-08 15:04:15.624184,2097.76,in,atm_withdrawal,US,USD
TXN-00000364,SIG-00037,2024-03-21 09:15:36.679972,1671.02,out,card_purchase,US,USD
TXN-00003724,SIG-00413,2024-03-29 07:50:07.096553,730.37,out,payment,US,USD
TXN-00002826,SIG-00312,2024-02-24 17:05:03.480621,1662.19,in,atm_withdrawal,US,USD
TXN-00003598,SIG-00401,2024-11-01 09:34:29.837470,428.32,out,payment,US,USD
TXN-00000547,SIG-00055,2024-09-07 10:49:13.410293,24058.43,in,bill_pay,US,USD
TXN-00002941,SIG-00326,2024-09-13 13:42:06.099673,2419.09,in,payment,US,USD
TXN-00000472,SIG-00049,2024-05-19 20:12:50.446130,2579.83,in,fx_exchange,US,USD
TXN-00001642,SIG-00178,2024-06-21 09:32:52.268883,226.05,in,card_purchase,US,USD
TXN-00003339,SIG-00371,2024-11-11 15:51:53.075978,153.02,out,payment,US,USD
TXN-00009807,SIG-01083,2024-05-11 07:04:11.375757,219.95,in,payment,US,USD
TXN-00001173,SIG-00123,2024-05-04 21:52:21.816041,298.57,in,bill_pay,US,USD
TXN-00004266,SIG-00474,2024-12-05 01:25:41.411602,12206.5,in,atm_withdrawal,US,USD
TXN-00006828,SIG-00763,2024-10-27 00:17:53.961523,5484.6,in,card_purchase,US,USD
TXN-00009503,SIG-01049,2024-02-14 17:52:29.546954,693.62,out,card_purchase,US,USD
TXN-00008247,SIG-00910,2024-03-14 02:04:31.483484,2108.42,in,payment,US,USD
TXN-00004345,SIG-00480,2024-12-12 00:03:31.343869,1728.49,out,bill_pay,US,USD
TXN-00010238,SIG-01129,2024-10-19 08:21:47.738578,7823.8,out,atm_withdrawal,US,USD
TXN-00001411,SIG-00152,2024-01-31 04:05:39.406196,4932.13,out,deposit,NG,GBP
TXN-00004763,SIG-00532,2024-07-05 23:08:04.994863,1850.79,out,atm_withdrawal,US,USD
TXN-00004437,SIG-00492,2024-09-24 02:57:18.487850,838.52,out,bill_pay,US,USD
TXN-00009400,SIG-01037,2024-04-14 01:21:27.667515,2300.24,in,refund,US,USD
TXN-00007846,SIG-00872,2024-09-09 17:29:02.489956,1481.43,in,bill_pay,US,USD
TXN-00000816,SIG-00084,2024-10-03 10:51:46.272724,4338.9,in,transfer,US,USD
TXN-00002132,SIG-00232,2024-03-13 19:25:21.176217,1658.37,out,payment,US,USD
TXN-00001798,SIG-00195,2024-11-20 02:29:29.379153,125.76,in,deposit,US,USD
TXN-00003123,SIG-00349,2024-06-21 19:53:38.630174,733.66,out,refund,US,USD
TXN-00010402,SIG-01149,2024-05-01 17:10:56.873121,1320.91,in,wire,US,USD
TXN-00004276,SIG-00475,2024-09-03 02:27:22.712899,1502.31,out,card_purchase,AE,JPY
TXN-00010087,SIG-01112,2024-06-22 03:10:14.330133,86513.94,out,card_purchase,US,USD
TXN-00007429,SIG-00830,2024-03-26 20:38:26.293179,1231.32,in,transfer,US,USD
TXN-00009307,SIG-01029,2024-07-03 12:30:42.719146,381.71,in,deposit,US,USD
TXN-00009244,SIG-01023,2024-11-08 20:47:41.476664,3174.3,out,transfer,US,USD
TXN-00009924,SIG-01097,2024-12-15 15:41:50.686946,4003.75,out,payment,PA,JPY
TXN-00000238,SIG-00022,2024-12-10 07:54:09.500391,892.05,out,bill_pay,US,USD
TXN-00001533,SIG-00165,2024-08-02 20:50:49.278355,2453.99,in,withdrawal,US,USD
TXN-00010438,SIG-01154,2024-10-06 08:56:25.785429,506.0,out,refund,US,USD
TXN-00004575,SIG-00508,2024-03-21 09:47:12.371635,152.9,in,refund,RU,USD
TXN-00003411,SIG-00380,2024-11-14 15:28:33.269771,127.02,in,card_purchase,US,USD
TXN-00007539,SIG-00841,2023-12-27 15:54:21.253736,168.09,out,card_purchase,US,USD
TXN-00009934,SIG-01098,2024-10-17 22:42:27.961891,790.48,out,wire,US,USD
TXN-00001536,SIG-00166,2024-02-05 09:58:10.287684,607.47,in,fx_exchange,US,USD
TXN-00003880,SIG-00430,2024-08-12 21:30:56.115298,474.54,in,withdrawal,US,USD
TXN-00001300,SIG-00137,2024-02-12 12:17:01.463575,1576.75,in,wire,US,USD
TXN-00004353,SIG-00481,2024-04-04 12:17:15.224898,110.67,in,wire,US,USD
TXN-00007478,SIG-00835,2024-06-15 17:44:28.445864,354.92,in,payment,NG,EUR
TXN-00001481,SIG-00160,2024-03-31 11:51:10.342501,3164.06,in,bill_pay,US,USD
TXN-00002794,SIG-00307,2024-08-13 20:01:57.514048,1144.52,out,wire,US,USD
TXN-00005808,SIG-00651,2024-01-31 19:34:03.578437,605.35,out,atm_withdrawal,KY,USD
TXN-00010656,SIG-01177,2024-07-19 00:33:20.555010,1314.58,out,transfer,US,USD
TXN-00008333,SIG-00920,2024-12-03 02:32:32.976737,1818.04,in,deposit,US,USD
TXN-00004723,SIG-00526,2024-07-16 16:09:53.995278,45.48,out,withdrawal,CN,EUR
TXN-00005715,SIG-00639,2024-03-14 02:20:52.823561,1676.58,out,bill_pay,US,USD
TXN-00005516,SIG-00615,2024-04-08 06:51:49.736849,239.47,out,transfer,US,USD
TXN-00004897,SIG-00546,2024-06-11 03:03:42.605002,1958.41,in,card_purchase,US,USD
TXN-00003662,SIG-00406,2024-07-23 14:44:27.343910,7900.93,in,payment,IN,CHF
TXN-00000556,SIG-00056,2024-02-12 06:50:33.023331,663.24,out,fx_exchange,US,USD
TXN-00001164,SIG-00122,2024-10-22 09:07:38.571648,122.3,out,card_purchase,US,USD
TXN-00005962,SIG-00666,2024-04-05 21:12:52.564831,3660.19,in,wire,US,USD
TXN-00000398,SIG-00040,2024-07-24 10:33:01.434345,2886.91,in,deposit,US,USD
TXN-00006995,SIG-00783,2024-06-28 16:58:59.474961,214.85,in,payment,US,USD
TXN-00006320,SIG-00708,2024-12-02 17:39:23.221525,2191.01,in,fx_exchange,US,USD
TXN-00009598,SIG-01062,2024-11-08 20:19:38.558333,2146.89,out,card_purchase,US,USD
TXN-00005095,SIG-00569,2024-01-19 02:49:59.089353,703.46,out,wire,US,USD
TXN-00006292,SIG-00706,2024-03-19 09:39:43.252078,4640.15,out,card_purchase,US,USD
TXN-00010762,SIG-01189,2024-12-09 06:38:49.171380,113.63,out,payment,KY,JPY
TXN-00000724,SIG-00077,2024-02-13 08:47:16.805921,350.07,in,withdrawal,BR,GBP
TXN-00000301,SIG-00032,2024-10-20 11:09:04.057389,308.27,out,payment,IN,EUR
TXN-00009167,SIG-01016,2024-08-03 06:22:03.356356,590.91,out,atm_withdrawal,US,USD
TXN-00004295,SIG-00476,2024-12-18 18:47:41.080794,163.35,in,card_purchase,US,USD
TXN-00007496,SIG-00837,2024-09-26 15:32:59.855544,926.68,out,deposit,US,USD
TXN-00004186,SIG-00464,2023-12-16 08:17:20.171141,1737.7,in,transfer,US,USD
TXN-00005191,SIG-00577,2024-05-29 19:38:06.776320,2913.51,out,card_purchase,US,USD
TXN-00010075,SIG-01110,2024-02-17 19:55:27.066084,1703.68,out,payment,BR,EUR
TXN-00010712,SIG-01183,2024-11-30 12:47:04.475157,4817.2,in,card_purchase,US,USD
TXN-00003143,SIG-00352,2024-09-16 16:01:12.304163,7661.14,out,wire,US,USD
TXN-00005899,SIG-00658,2024-03-22 18:48:31.566382,695.12,in,payment,US,USD
TXN-00003206,SIG-00355,2024-02-27 22:25:09.256363,139.16,in,wire,US,USD
TXN-00009884,SIG-01093,2024-08-22 11:55:01.957929,10095.82,out,deposit,US,USD
TXN-00010432,SIG-01153,2023-12-20 14:17:09.642749,568.6,out,bill_pay,US,USD
TXN-00010346,SIG-01143,2024-10-10 07:55:00.450792,3065.97,out,atm_withdrawal,PA,GBP
TXN-00005825,SIG-00652,2024-04-14 00:26:11.289751,620.68,in,card_purchase,US,USD
TXN-00001153,SIG-00121,2024-05-15 06:10:45.509533,115.72,in,bill_pay,US,USD
TXN-00001213,SIG-00128,2024-08-23 02:02:48.681387,68.46,in,payment,US,USD
TXN-00007767,SIG-00864,2024-06-06 19:24:11.360408,1260.07,in,transfer,US,USD
TXN-00010575,SIG-01167,2024-09-09 22:57:31.684639,5869.34,in,card_purchase,PA,EUR
