signal_id,signal_time,label,signal_type,channel
SIG-00798,2024-04-21 02:34:43,1,counterparty_risk,atm
SIG-00940,2024-02-16 08:27:29,0,device_change,mobile
SIG-00226,2024-08-14 11:25:06,0,geo_anomaly,web
SIG-00027,2024-12-09 14:49:33,1,structuring,branch
SIG-00283,2024-03-23 14:52:09,0,geo_anomaly,api
SIG-01150,2024-12-21 03:30:55,1,counterparty_risk,atm
SIG-00438,2024-05-23 01:20:37,1,amount_spike,mobile
SIG-01168,2024-10-17 22:59:51,0,structuring,api
SIG-00365,2024-08-31 23:46:45,0,velocity,atm
SIG-00230,2024-04-07 03:05:03,0,device_change,branch
SIG-00038,2024-09-17 20:34:34,0,unusual_hours,branch
SIG-00670,2024-04-02 22:49:13,0,device_change,api
SIG-00750,2024-11-09 04:36:57,0,geo_anomaly,branch
SIG-01181,2024-03-01 15:01:25,1,geo_anomaly,branch
SIG-00375,2024-03-13 13:15:45,0,device_change,api
SIG-00470,2024-02-22 02:50:02,0,counterparty_risk,atm
SIG-00883,2024-01-23 18:37:26,1,counterparty_risk,web
SIG-01182,2024-03-31 11:39:46,0,amount_spike,branch
SIG-00688,2024-01-25 19:19:48,0,amount_spike,atm
SIG-00033,2024-02-13 10:40:57,0,amount_spike,branch
SIG-01011,2024-05-08 05:55:04,0,unusual_hours,mobile
SIG-01176,2024-06-03 05:09:08,0,velocity,mobile
SIG-00195,2024-12-03 15:05:32,1,structuring,api
SIG-01106,2024-02-02 17:50:16,1,unusual_hours,api
SIG-01114,2024-04-27 21:30:16,0,velocity,mobile
SIG-01064,2024-05-02 14:49:24,0,device_change,branch
SIG-00504,2024-08-26 19:29:58,1,counterparty_risk,mobile
SIG-00916,2024-02-10 05:11:34,1,device_change,atm
SIG-00977,2024-08-08 07:33:02,1,counterparty_risk,mobile
SIG-01183,2024-12-22 11:16:42,1,geo_anomaly,mobile
SIG-01088,2024-07-07 23:37:44,0,amount_spike,branch
SIG-00801,2024-09-26 09:23:29,1,device_change,mobile
SIG-00580,2024-03-19 00:04:17,0,device_change,branch
SIG-00161,2024-03-15 09:17:28,0,geo_anomaly,api
SIG-00681,2024-11-24 17:39:16,0,geo_anomaly,mobile
SIG-01198,2024-04-05 15:10:39,0,geo_anomaly,mobile
SIG-00163,2024-03-16 09:18:25,0,amount_spike,web
SIG-00822,2024-08-21 11:02:56,0,counterparty_risk,mobile
SIG-00706,2024-04-02 11:52:58,1,device_change,api
SIG-01009,2024-09-06 21:38:25,0,amount_spike,web
SIG-00878,2024-01-18 19:43:02,1,velocity,web
SIG-00896,2024-06-05 14:48:50,1,counterparty_risk,web
SIG-00914,2024-06-17 02:05:06,0,counterparty_risk,atm
SIG-01199,2024-09-22 22:13:13,1,structuring,mobile
SIG-00153,2024-04-18 14:36:21,0,structuring,branch
SIG-00979,2024-04-07 08:34:40,1,velocity,web
SIG-01003,2024-09-30 07:17:50,0,structuring,branch
SIG-00510,2024-09-13 09:37:32,1,structuring,web
SIG-00112,2024-11-25 11:04:04,1,velocity,api
SIG-00227,2024-04-09 03:49:02,0,unusual_hours,mobile
SIG-00986,2024-09-20 22:08:46,1,unusual_hours,branch
SIG-00852,2024-12-12 10:06:07,0,amount_spike,atm
SIG-00104,2024-09-14 19:33:58,0,unusual_hours,atm
SIG-00422,2024-07-12 16:46:38,0,amount_spike,api
SIG-00420,2024-12-16 10:08:47,0,geo_anomaly,branch
SIG-00625,2024-10-27 00:39:57,0,counterparty_risk,api
SIG-00587,2024-04-27 14:36:17,1,geo_anomaly,branch
SIG-01061,2024-10-21 04:09:45,0,amount_spike,api
SIG-00920,2024-12-10 06:11:25,1,unusual_hours,atm
SIG-00673,2024-06-12 10:43:56,0,amount_spike,atm
SIG-00120,2024-03-24 02:11:07,0,velocity,api
SIG-00054,2024-05-31 14:59:40,0,amount_spike,api
SIG-00152,2024-03-11 14:52:13,1,device_change,web
SIG-00404,2024-12-29 00:23:17,0,unusual_hours,web
SIG-01189,2024-12-26 15:40:29,0,velocity,api
SIG-00208,2024-12-02 00:48:47,0,geo_anomaly,api
SIG-01135,2024-07-02 15:03:12,0,device_change,branch
SIG-00659,2024-05-01 16:38:50,1,amount_spike,branch
SIG-01097,2024-12-26 14:52:07,0,amount_spike,api
SIG-00233,2024-06-02 17:10:36,1,amount_spike,mobile
SIG-00009,2024-07-27 06:00:29,0,velocity,api
SIG-00160,2024-05-02 13:07:12,1,velocity,atm
SIG-00037,2024-03-23 06:06:08,0,structuring,web
SIG-00453,2024-11-04 21:42:54,0,unusual_hours,branch
SIG-00652,2024-04-16 10:02:47,1,velocity,branch
SIG-00254,2024-12-30 16:36:32,0,amount_spike,mobile
SIG-00304,2024-06-11 05:11:23,0,amount_spike,mobile
SIG-00897,2024-08-10 13:04:21,1,device_change,mobile
SIG-01049,2024-03-19 08:02:51,0,counterparty_risk,atm
SIG-00881,2024-06-26 07:14:56,1,amount_spike,api
SIG-00572,2024-08-10 03:03:27,0,structuring,web
SIG-00624,2024-07-27 18:52:31,1,amount_spike,web
SIG-01145,2024-08-04 20:12:11,1,counterparty_risk,branch
SIG-01031,2024-07-04 07:16:43,0,counterparty_risk,web
SIG-01146,2024-03-15 22:34:01,0,velocity,api
SIG-00263,2024-11-06 02:41:17,0,geo_anomaly,mobile
SIG-00611,2024-12-01 00:21:19,0,device_change,atm
SIG-00298,2024-03-20 09:21:41,1,amount_spike,web
SIG-00990,2024-01-30 16:40:51,1,unusual_hours,mobile
SIG-00415,2024-05-12 02:49:28,0,structuring,web
SIG-00151,2024-09-16 11:58:04,0,device_change,branch
SIG-00946,2024-11-01 08:27:28,0,structuring,web
SIG-00473,2024-08-08 12:06:16,0,unusual_hours,web
SIG-00953,2024-04-19 20:09:26,0,velocity,atm
SIG-00988,2024-09-07 16:58:37,1,structuring,mobile
SIG-00779,2024-03-21 08:56:29,1,geo_anomaly,branch
SIG-00641,2024-11-04 14:11:45,1,counterparty_risk,mobile
SIG-01190,2024-05-04 00:14:45,1,structuring,atm
SIG-01143,2024-10-21 23:36:49,0,unusual_hours,mobile
SIG-00551,2024-02-07 00:50:12,0,structuring,mobile
SIG-00640,2024-04-14 08:37:31,0,unusual_hours,api
SIG-00936,2024-12-03 22:05:18,0,device_change,web
SIG-00929,2024-02-26 20:48:41,0,counterparty_risk,mobile
SIG-00489,2024-10-05 10:09:35,0,structuring,api
SIG-00820,2024-06-08 00:53:01,0,structuring,mobile
SIG-00711,2024-06-17 22:20:03,1,unusual_hours,web
SIG-01081,2024-08-26 02:21:26,1,amount_spike,branch
SIG-00148,2024-10-27 20:10:53,0,device_change,api
SIG-00147,2024-10-11 23:28:04,0,structuring,branch
SIG-01175,2024-12-25 16:18:53,1,unusual_hours,branch
SIG-00963,2024-06-07 07:24:46,0,device_change,api
SIG-00346,2024-02-09 20:12:20,0,unusual_hours,atm
SIG-00403,2024-02-18 05:15:55,1,structuring,web
SIG-00932,2024-08-05 23:25:14,0,device_change,web
SIG-00955,2024-09-10 00:40:58,0,geo_anomaly,branch
SIG-01125,2024-02-29 02:08:03,0,velocity,atm
SIG-00660,2024-10-19 11:56:22,1,counterparty_risk,web
SIG-00464,2024-02-04 17:50:03,0,unusual_hours,atm
SIG-00187,2024-10-24 00:05:00,1,unusual_hours,branch
SIG-00609,2024-01-25 07:08:11,0,structuring,mobile
SIG-00144,2024-05-23 21:58:15,0,velocity,atm
SIG-00752,2024-09-30 16:14:45,0,geo_anomaly,mobile
SIG-00982,2024-06-24 00:19:29,0,amount_spike,atm
SIG-00198,2024-12-08 02:05:07,1,unusual_hours,api
SIG-00884,2024-07-06 10:51:20,1,counterparty_risk,atm
SIG-00280,2024-08-06 02:21:53,0,structuring,branch
SIG-00294,2024-09-14 01:42:56,0,device_change,api
SIG-01089,2024-06-03 17:22:29,0,velocity,web
SIG-00401,2024-12-06 23:10:54,0,counterparty_risk,atm
SIG-00123,2024-05-27 17:24:29,0,device_change,mobile
SIG-00203,2024-11-20 04:11:27,0,device_change,api
SIG-00836,2024-03-11 08:18:30,0,amount_spike,mobile
SIG-00247,2024-05-24 06:23:07,0,velocity,web
SIG-01140,2024-04-04 09:45:24,0,velocity,mobile
SIG-00385,2024-01-13 13:51:11,0,structuring,web
SIG-00855,2024-03-05 20:44:27,0,velocity,mobile
SIG-00220,2024-01-27 13:43:39,1,geo_anomaly,branch
SIG-00642,2024-09-26 19:06:25,0,amount_spike,api
SIG-00002,2024-10-14 15:31:25,0,structuring,mobile
SIG-00113,2024-07-25 06:30:28,1,structuring,atm
SIG-00699,2024-02-03 13:10:17,0,structuring,api
SIG-00952,2024-05-04 15:20:59,0,device_change,mobile
SIG-01079,2024-08-13 15:23:20,1,velocity,branch
SIG-00442,2024-10-27 19:51:08,0,counterparty_risk,api
SIG-00664,2024-02-09 00:24:09,1,geo_anomaly,mobile
SIG-01197,2024-08-09 21:11:16,1,geo_anomaly,atm
SIG-00318,2024-01-23 02:15:13,0,amount_spike,branch
SIG-00649,2024-06-27 11:36:45,1,velocity,mobile
SIG-00710,2024-09-04 11:16:50,0,counterparty_risk,api
SIG-00973,2024-08-19 17:13:35,0,device_change,atm
SIG-00628,2024-03-25 20:57:30,0,device_change,mobile
SIG-00633,2024-02-24 01:45:50,0,counterparty_risk,web
SIG-01172,2024-05-16 19:53:54,0,amount_spike,atm
SIG-01107,2024-04-20 08:42:20,0,device_change,web
SIG-00796,2024-02-13 16:45:05,0,device_change,web
SIG-00646,2024-05-05 09:19:16,0,counterparty_risk,branch
SIG-01013,2024-04-04 15:10:18,0,velocity,web
SIG-00557,2024-12-14 04:13:32,0,structuring,branch
SIG-00682,2024-02-15 01:04:23,1,device_change,atm
SIG-00578,2024-06-19 23:10:30,0,amount_spike,api
SIG-00525,2024-04-02 22:43:34,0,structuring,branch
SIG-01060,2024-09-26 14:20:13,0,device_change,api
SIG-00541,2024-07-25 16:34:47,1,structuring,api
SIG-00749,2024-07-23 10:51:20,1,device_change,mobile
SIG-01110,2024-02-22 11:21:43,0,unusual_hours,atm
SIG-00485,2024-08-19 09:23:35,0,counterparty_risk,mobile
SIG-00096,2024-09-14 23:08:38,1,amount_spike,atm
SIG-01021,2024-12-24 04:56:35,1,device_change,atm
SIG-00564,2024-08-28 05:55:04,1,amount_spike,web
SIG-00743,2024-08-11 13:50:21,0,counterparty_risk,api
SIG-00864,2024-06-21 13:18:33,0,device_change,mobile
SIG-00892,2024-12-12 10:37:09,1,structuring,mobile
SIG-01039,2024-07-06 20:58:17,1,amount_spike,branch
SIG-00207,2024-10-08 23:17:08,0,amount_spike,atm
SIG-00393,2024-08-01 14:20:41,0,structuring,branch
SIG-00795,2024-01-05 19:14:20,0,counterparty_risk,atm
SIG-00871,2024-03-21 15:50:53,1,unusual_hours,api
SIG-00398,2024-06-03 15:07:11,1,unusual_hours,api
SIG-00767,2024-05-25 18:29:34,0,velocity,api
SIG-01100,2024-06-02 13:54:38,0,amount_spike,api
SIG-01029,2024-07-06 05:42:58,0,counterparty_risk,api
SIG-00643,2024-01-01 23:03:02,0,counterparty_risk,mobile
SIG-00613,2024-11-24 08:47:49,0,device_change,atm
SIG-00961,2024-01-15 17:07:33,1,velocity,mobile
SIG-00726,2024-11-11 15:21:07,0,velocity,mobile
SIG-00684,2024-09-29 10:27:01,1,velocity,web
SIG-00099,2024-09-15 05:35:29,0,device_change,web
SIG-00805,2024-12-03 10:44:06,0,geo_anomaly,web
SIG-00407,2024-02-06 06:48:57,0,structuring,web
SIG-00503,2024-12-30 01:17:52,0,unusual_hours,mobile
SIG-01072,2024-07-29 06:54:10,0,velocity,api
SIG-01057,2024-01-02 19:21:16,0,amount_spike,web
SIG-00930,2024-10-19 16:00:16,0,structuring,mobile
SIG-00780,2024-02-14 20:37:16,0,amount_spike,api
SIG-00201,2024-12-20 13:07:23,1,velocity,api
SIG-00135,2024-10-19 21:57:46,0,velocity,web
SIG-01052,2024-03-02 03:29:29,0,velocity,branch
SIG-00041,2024-09-02 02:18:21,0,velocity,web
SIG-01018,2024-07-02 01:53:30,1,counterparty_risk,api
SIG-00231,2024-07-06 15:49:32,1,velocity,web
SIG-00379,2024-06-14 11:41:22,0,geo_anomaly,api
SIG-00289,2024-02-25 15:12:02,0,structuring,api
SIG-00419,2024-04-22 16:58:18,0,device_change,atm
SIG-00392,2024-02-04 02:16:08,0,counterparty_risk,branch
SIG-00593,2024-09-08 06:28:32,0,structuring,mobile
SIG-01087,2024-07-13 00:35:21,0,geo_anomaly,atm
SIG-00648,2024-10-23 00:43:20,0,velocity,mobile
SIG-00521,2024-10-22 19:31:30,0,structuring,atm
SIG-00065,2024-12-29 09:40:32,0,velocity,mobile
SIG-00015,2024-10-10 03:57:15,0,geo_anomaly,web
SIG-01065,2024-11-19 04:27:08,1,amount_spike,web
SIG-00493,2024-03-25 14:59:14,0,structuring,mobile
SIG-00380,2024-12-03 21:20:03,1,amount_spike,atm
SIG-00188,2024-03-09 00:53:45,0,device_change,atm
SIG-00764,2024-04-06 21:53:21,0,unusual_hours,mobile
SIG-00217,2024-04-12 22:11:28,1,amount_spike,atm
SIG-00792,2024-03-19 10:01:26,1,counterparty_risk,web
SIG-01077,2024-10-28 07:56:56,0,geo_anomaly,api
SIG-00879,2024-05-18 20:23:48,0,device_change,atm
SIG-00338,2024-03-11 05:36:23,0,counterparty_risk,atm
SIG-00720,2024-06-02 21:15:57,0,structuring,mobile
SIG-00296,2024-04-20 00:02:54,1,unusual_hours,atm
SIG-01017,2024-11-14 23:06:06,0,amount_spike,mobile
SIG-00456,2024-01-31 16:36:27,1,amount_spike,api
SIG-00816,2024-08-15 22:07:13,1,structuring,branch
SIG-00270,2024-02-11 22:16:37,0,device_change,api
SIG-00996,2024-11-25 07:45:48,0,counterparty_risk,atm
SIG-00202,2024-02-29 19:06:53,0,device_change,branch
SIG-00162,2024-10-22 05:39:04,1,structuring,atm
SIG-00730,2024-01-12 10:47:41,0,device_change,api
SIG-00402,2024-02-20 02:40:27,0,device_change,atm
SIG-00703,2024-01-10 06:51:35,1,geo_anomaly,atm
SIG-01130,2024-02-26 17:38:14,1,velocity,branch
SIG-00566,2024-02-11 09:07:35,0,velocity,mobile
SIG-01022,2024-05-29 16:45:54,0,geo_anomaly,mobile
SIG-01026,2024-12-16 07:06:26,1,structuring,atm
SIG-01105,2024-06-03 04:25:29,1,structuring,mobile
SIG-00206,2024-05-11 23:52:00,0,counterparty_risk,atm
SIG-00035,2024-10-22 09:19:33,0,structuring,web
SIG-00776,2024-04-02 06:06:37,1,velocity,mobile
SIG-00509,2024-09-18 04:27:05,0,counterparty_risk,branch
SIG-01184,2024-03-08 03:34:04,0,device_change,atm
SIG-00092,2024-10-09 22:31:55,1,counterparty_risk,branch
SIG-00898,2024-02-16 02:25:40,0,device_change,mobile
SIG-00565,2024-02-29 21:26:36,1,device_change,web
SIG-00777,2024-07-09 15:58:10,0,geo_anomaly,mobile
SIG-00242,2024-03-04 21:39:54,0,amount_spike,api
SIG-00014,2024-04-13 16:24:49,0,unusual_hours,mobile
SIG-00316,2024-06-20 17:40:40,0,unusual_hours,branch
SIG-00601,2024-06-19 04:00:09,0,unusual_hours,api
SIG-00388,2024-10-12 16:59:12,0,geo_anomaly,api
SIG-00167,2024-06-20 01:28:00,0,amount_spike,web
SIG-00841,2024-01-21 20:18:19,1,counterparty_risk,atm
SIG-00021,2024-10-16 07:48:02,0,structuring,atm
SIG-00647,2024-08-07 20:49:36,0,counterparty_risk,api
SIG-01155,2024-09-22 08:06:39,0,device_change,atm
SIG-00832,2024-04-10 18:01:41,0,device_change,api
SIG-00563,2024-06-16 17:06:52,0,geo_anomaly,atm
SIG-01171,2024-09-12 08:38:28,0,geo_anomaly,atm
SIG-00687,2024-12-15 11:39:07,1,velocity,branch
SIG-00958,2024-02-10 08:40:05,0,geo_anomaly,atm
SIG-00190,2024-02-05 10:26:27,0,device_change,branch
SIG-00976,2024-11-20 04:25:07,1,amount_spike,web
SIG-00700,2024-08-06 23:03:34,1,counterparty_risk,branch
SIG-00511,2024-08-04 04:59:20,0,structuring,web
SIG-01083,2024-06-24 01:05:55,0,geo_anomaly,atm
SIG-00475,2024-09-16 21:55:00,1,velocity,web
SIG-00857,2024-09-23 17:15:17,0,geo_anomaly,branch
SIG-00748,2024-01-15 17:50:51,0,velocity,mobile
SIG-00253,2024-03-01 00:15:28,0,device_change,mobile
SIG-00022,2024-12-14 16:18:56,1,structuring,api
SIG-00460,2024-02-08 21:54:45,1,device_change,branch
SIG-00277,2024-04-08 23:44:42,0,amount_spike,web
SIG-00956,2024-03-06 00:13:57,0,counterparty_risk,atm
SIG-00386,2024-05-24 11:24:57,0,device_change,mobile
SIG-00806,2024-10-27 14:29:27,0,counterparty_risk,branch
SIG-00344,2024-06-11 14:12:06,0,geo_anomaly,web
SIG-00770,2024-02-10 16:06:29,1,velocity,branch
SIG-00131,2024-06-25 14:06:17,1,amount_spike,branch
SIG-00872,2024-09-17 20:04:28,1,velocity,mobile
SIG-01124,2024-04-15 16:28:26,0,unusual_hours,atm
SIG-00088,2024-04-18 04:46:07,0,counterparty_risk,mobile
SIG-00331,2024-02-02 21:38:18,1,amount_spike,atm
SIG-00467,2024-10-17 21:12:56,0,counterparty_risk,branch
SIG-00122,2024-10-25 23:00:59,0,structuring,mobile
SIG-01045,2024-08-21 02:41:34,0,device_change,mobile
SIG-01096,2024-04-21 06:35:35,0,device_change,web
SIG-01131,2024-07-01 14:05:08,1,geo_anomaly,web
SIG-00861,2024-05-22 08:52:47,0,unusual_hours,mobile
SIG-01127,2024-03-31 09:57:04,0,velocity,web
